order_detail_id,order_id,product_id,qty,order_price
2372,3267,4,2,348.83
2373,9970,3,4,1071.42
2374,5508,1,3,1221.6
2375,8593,2,3,292
2376,4313,1,5,1106.23
2377,8971,1,1,409.22
2378,8475,1,4,453.44
2379,8626,5,1,765.26
2380,1525,2,3,869.68
2381,1158,4,1,959.14
2382,7304,2,5,1177.43
2383,6735,3,5,443.4
2384,6995,1,4,1399.94
2385,10,2,4,610.91
2386,3275,1,1,570.86
2387,7511,4,3,159.99
2388,761,1,4,947.08
2389,6377,2,2,562.29
2390,1727,4,3,289.58
2391,5702,5,2,485.67
2392,4197,5,1,599.81
2393,5384,3,1,845.48
2394,5374,4,3,702.75
2395,8202,3,4,1163.98
2396,8090,4,4,565.7
2397,9404,3,3,148.52
2398,4195,2,5,439.71
2399,3945,1,4,673.99
2400,4461,1,4,1156.77
2401,6754,3,4,594.12
2402,1873,2,4,1131
2403,5434,2,4,222.02
2404,5899,1,5,1092.33
2405,9076,2,2,1113.2
2406,3391,1,1,835.86
2407,1218,1,5,1423.35
2408,5458,5,3,379.98
2409,8344,2,4,218.54
2410,1138,5,3,546.97
2411,3677,2,4,1388.97
2412,5012,5,4,183.88
2413,746,1,4,1091.43
2414,8215,4,2,145.47
2415,2761,5,4,1317.12
2416,2240,3,1,152.4
2417,9326,5,5,1028.03
2418,134,4,5,1021.75
2419,3827,3,1,608.37
2420,4450,1,1,1023.04
2421,6810,3,4,1026.95
2422,7832,5,5,929.19
2423,1346,5,5,121.94
2424,6181,1,2,732.11
2425,506,1,4,1217.52
2426,2210,1,2,660.41
2427,7710,1,3,164.83
2428,1044,1,1,1071.85
2429,348,2,5,473.93
2430,8982,1,1,683.04
2431,7058,2,1,692.13
2432,5607,2,5,387.1
2433,4453,1,2,650.65
2434,8073,2,1,150.64
2435,6206,2,2,1291.84
2436,853,1,1,374.46
2437,6698,2,3,830.4
2438,932,2,4,1423.08
2439,4599,2,3,1300.03
2440,9670,1,1,737.49
2441,5530,3,3,1391.87
2442,2279,3,5,1348.64
2443,9385,1,3,1405.83
2444,8481,3,1,269.54
2445,6518,4,1,1144.98
2446,4901,3,2,442.4
2447,6618,3,3,340.95
2448,3974,3,5,656.8
2449,5801,1,3,690.49
2450,3416,4,2,224.17
2451,3049,3,5,111.23
2452,7040,1,2,986.69
2453,7226,5,1,985.3
2454,7773,4,4,365.35
2455,926,3,1,1080.27
2456,1021,3,3,403.1
2457,1189,4,1,1251.42
2458,92,3,3,1041.56
2459,1328,3,3,949.28
2460,8515,5,5,651.88
2461,7862,5,2,1328.81
2462,2023,1,4,416.63
2463,9831,3,1,916.01
2464,4357,5,4,1115.79
2465,1582,1,2,1325.01
2466,9292,2,3,1175.15
2467,2970,4,1,1202.03
2468,5535,4,1,682.01
2469,5511,2,3,445.26
2470,7524,2,5,923.54
2471,9722,2,1,351.04
2472,6675,4,4,730.67
2473,7872,2,2,934.53
2474,7843,2,5,704.01
2475,7059,3,5,1149.79
2476,7115,4,1,138.26
2477,8177,1,4,1431.38
2478,2500,3,4,542.96
2479,1691,5,2,947.96
2480,3884,3,1,653.52
2481,8056,5,2,902.82
2482,3892,4,4,1366.3
2483,1824,1,3,843.28
2484,7654,4,1,1253.65
2485,3283,3,4,1457.33
2486,7721,3,1,1053.01
2487,8121,5,3,351.21
2488,3593,3,3,1381.99
2489,7969,2,1,564.57
2490,8697,3,1,889.79
2491,8301,1,1,730.09
2492,8507,2,5,412.74
2493,2548,1,3,1192.25
2494,9169,5,1,119.04
2495,9552,4,1,177.46
2496,4726,2,1,732.6
2497,90,4,3,718.25
2498,7529,2,2,410.99
2499,6745,4,1,1016.36
2500,6299,1,2,271.31
2501,3838,4,2,1374.26
2502,235,3,2,1198.6
2503,8518,1,5,232.37
2504,9284,3,4,1072.46
2505,1618,2,5,386.06
2506,1267,5,1,896.97
2507,6372,1,2,257.87
2508,59,5,3,1402.66
2509,4065,3,5,213.14
2510,9795,4,4,1406.3
2511,1072,4,1,153.96
2512,3857,1,5,486.4
2513,7967,3,2,769.65
2514,1038,3,5,244.1
2515,5401,1,1,414.42
2516,4665,3,3,1150.47
2517,644,1,1,102.01
2518,4183,1,5,332.63
2519,1285,1,4,1246.85
2520,946,5,1,541.98
2521,2466,5,5,1071.38
2522,7441,3,2,679.42
2523,8270,3,4,1171.67
2524,9635,2,5,1059.92
2525,2076,4,5,878.03
2526,7763,1,3,715.76
2527,5481,4,1,418.53
2528,2526,1,4,194.65
2529,1602,2,4,1432.03
2530,5704,5,3,723.49
2531,3485,2,3,440.75
2532,9764,2,4,109.83
2533,7856,5,4,1392.82
2534,3001,3,5,413.16
2535,2829,3,1,1079.69
2536,6942,1,5,771.42
2537,7838,3,1,1220.41
2538,65,5,1,1441.92
2539,2745,2,1,1192.75
2540,345,3,3,1374.35
2541,2796,4,5,493.19
2542,1684,5,3,1321.93
2543,855,4,1,718.18
2544,9240,5,4,1270.75
2545,2620,2,4,872.05
2546,9969,1,3,1084.12
2547,3319,5,3,718.54
2548,4733,3,5,865.92
2549,9221,3,2,1278.72
2550,6886,2,4,1495.6
2551,3718,3,4,424.67
2552,1569,4,2,567.17
2553,3377,4,3,151.95
2554,8682,5,5,1045
2555,3203,3,2,514.47
2556,4220,1,2,756.02
2557,8116,5,3,1455.3
2558,8509,2,4,590.03
2559,3694,1,4,419.01
2560,2189,5,1,464.67
2561,266,3,2,841.69
2562,6264,5,3,250.94
2563,9458,1,3,551.74
2564,3509,2,3,893.3
2565,9393,5,4,1378.9
2566,3119,4,1,1342.68
2567,854,3,2,749.67
2568,477,4,2,1282.62
2569,7110,4,4,1071.67
2570,4863,3,1,365.31
2571,5872,2,1,1459.38
2572,8464,2,5,429.35
2573,1269,5,5,363.37
2574,6005,3,2,231.65
2575,7032,3,5,490.52
2576,6636,4,5,1055.26
2577,8052,2,5,179.12
2578,8986,5,1,785.09
2579,8869,1,4,521.2
2580,7186,2,4,1367.12
2581,3061,3,5,143.33
2582,198,4,1,1413.98
2583,6438,1,1,611.93
2584,9757,3,4,378.95
2585,3266,4,2,714.55
2586,2993,2,1,1141.54
2587,705,5,5,779.51
2588,4660,3,2,144.25
2589,3880,2,1,1499.82
2590,8463,3,2,869.19
2591,7569,2,2,508.02
2592,9321,5,1,409.61
2593,4641,5,1,1236.43
2594,438,3,4,451.95
2595,815,4,1,803.82
2596,6952,3,3,377.58
2597,3560,3,5,683.63
2598,7147,2,3,1481
2599,4627,3,3,975.75
2600,6801,3,2,573.27
2601,706,4,2,197.48
2602,9480,1,4,1488.84
2603,8077,1,4,1426.78
2604,4454,4,2,553.86
2605,8862,1,2,378.1
2606,482,4,4,1178.32
2607,7220,1,1,707.7
2608,6462,4,4,178.44
2609,8069,2,4,1200.13
2610,1715,4,4,171.52
2611,7858,5,1,1142.56
2612,4100,4,3,640.75
2613,744,1,1,183.82
2614,7243,3,5,220.51
2615,6179,5,1,277.93
2616,6873,1,1,173.92
2617,6392,5,3,1368.23
2618,4554,5,3,944.73
2619,545,5,4,852.07
2620,6901,5,3,1325.96
2621,2607,3,2,1180.59
2622,9356,3,1,138.67
2623,993,5,3,880.75
2624,6432,4,4,1478.84
2625,6294,5,4,396.21
2626,2692,3,2,956.54
2627,4041,3,4,919.55
2628,6098,4,2,631.42
2629,1311,2,1,1132.81
2630,9384,2,2,354.37
2631,1220,2,2,416.64
2632,4970,2,5,328.78
2633,9743,1,2,291.16
2634,2111,4,2,874.75
2635,4633,3,1,1495.44
2636,9755,3,4,866.99
2637,3930,3,3,621.52
2638,8119,4,5,946.03
2639,6534,3,3,306
2640,4099,4,4,1315.32
2641,757,2,3,1301.04
2642,2996,2,4,1103.26
2643,3050,4,3,1473.73
2644,2182,3,2,657
2645,3027,5,2,1407.19
2646,6499,3,1,1071.97
2647,7401,5,4,1028.55
2648,134,3,5,717.08
2649,4622,4,2,1452.27
2650,7653,5,4,193.43
2651,2521,5,4,798.5
2652,960,2,4,521.58
2653,99,3,4,1315.67
2654,3633,4,4,157.07
2655,140,5,3,260.17
2656,2519,1,3,1252.49
2657,3814,4,2,918.62
2658,7712,3,5,1220.83
2659,6375,1,1,1153.36
2660,8972,4,4,397.97
2661,152,1,5,1240.88
2662,9097,1,3,557.69
2663,5416,5,5,1294.57
2664,6633,2,5,1437.88
2665,4140,4,5,1046.81
2666,1703,5,5,456.93
2667,8787,5,1,547.22
2668,2183,3,4,697.6
2669,7180,3,3,440.46
2670,8366,2,4,1381.66
2671,678,1,3,824.7
2672,3063,3,5,431.26
2673,9608,2,5,1129.89
2674,658,1,2,284.36
2675,8603,2,1,1046.53
2676,9870,1,3,507.77
2677,2044,5,4,823.11
2678,3302,3,1,701.73
2679,4260,5,3,528.59
2680,5177,5,3,794.24
2681,3183,3,4,528.4
2682,6169,5,1,544.78
2683,2513,3,4,1400.09
2684,2265,5,5,548.93
2685,4074,4,1,1315.81
2686,2189,5,2,359.63
2687,6896,5,4,760.28
2688,9869,1,2,1376.26
2689,7727,3,1,1357.92
2690,5604,5,5,442
2691,9555,3,1,1459.49
2692,2736,3,1,1277.99
2693,1255,5,1,874.87
2694,6640,1,5,845.51
2695,9777,2,2,381.97
2696,3609,5,1,352.26
2697,2803,3,5,610.88
2698,5936,1,4,955.31
2699,4958,3,4,135.15
2700,8951,3,3,1151.33
2701,4477,3,3,437.69
2702,9893,1,5,757.61
2703,3163,4,2,149.78
2704,8761,5,2,1006.6
2705,7432,1,5,549.73
2706,4240,1,3,804
2707,587,5,3,1171.4
2708,3963,2,1,1307.47
2709,7719,2,4,828.96
2710,8285,2,5,235.38
2711,3714,1,4,795.82
2712,3442,5,3,837.79
2713,5114,5,2,1191.83
2714,458,5,2,413.37
2715,748,4,1,887.47
2716,6692,3,1,342.77
2717,1621,4,2,943.15
2718,1783,3,5,1227.9
2719,5640,5,1,1472.54
2720,3641,3,3,584.39
2721,806,4,4,1184.57
2722,9961,2,1,1151.4
2723,3166,2,1,1044.69
2724,1478,1,3,915.35
2725,546,1,3,116.51
2726,530,5,1,1154.56
2727,3371,1,5,273.24
2728,354,5,4,506.28
2729,4811,3,1,901.26
2730,9565,2,4,268.82
2731,4942,1,4,1261.44
2732,9898,4,5,316.15
2733,1119,3,4,1366.89
2734,6322,3,4,355.94
2735,5869,5,2,1413.42
2736,3024,4,2,526.51
2737,5282,2,3,239.43
2738,7301,3,1,442.35
2739,2360,4,5,787.81
2740,6833,5,2,702.08
2741,1405,5,3,1342.73
2742,6068,3,4,784.18
2743,1292,2,4,1203.28
2744,3420,3,1,1035.14
2745,7475,4,5,313.58
2746,2655,3,2,630.57
2747,8649,2,1,152.57
2748,8588,2,1,130.65
2749,7432,2,4,696.42
2750,6738,2,5,1020.09
2751,8048,1,2,1210.66
2752,8485,3,5,1342.46
2753,4462,5,4,197.83
2754,6909,4,2,263.78
2755,4957,5,2,451.8
2756,9618,4,3,1176.84
2757,6740,2,3,882.77
2758,7944,2,2,487.52
2759,1155,1,3,541.44
2760,2795,2,5,423.56
2761,1212,2,4,484.04
2762,2229,5,5,865.13
2763,6237,2,1,1015.22
2764,4435,2,5,1450.23
2765,2964,3,1,441.63
2766,9768,2,2,1350.36
2767,2444,3,4,207.52
2768,2094,2,4,651.59
2769,5957,4,2,140.38
2770,3050,4,1,505.02
2771,8312,1,3,615.36
2772,6467,4,4,755.83
2773,9962,1,5,479.9
2774,8936,5,4,1385.78
2775,1264,5,4,698.48
2776,5659,4,1,273
2777,4041,1,4,1371.21
2778,2548,2,4,1021.32
2779,691,1,5,708.81
2780,2752,1,1,268.88
2781,1377,2,5,162.88
2782,7103,2,1,686.29
2783,5509,3,3,618.57
2784,8781,3,1,500.48
2785,7684,1,3,487.91
2786,8364,3,2,719.34
2787,1351,1,5,522.71
2788,4165,3,4,872.19
2789,2220,2,1,162.62
2790,9513,5,1,246.6
2791,4776,1,3,840.85
2792,1240,5,3,1144.44
2793,382,4,2,1093.88
2794,9091,3,5,478.22
2795,9484,4,5,998.71
2796,4708,2,3,1008.88
2797,6847,5,5,1165.61
2798,2862,1,4,612.92
2799,5016,2,4,592.17
2800,2889,1,4,116.06
2801,7328,3,5,585.91
2802,3817,2,5,941.94
2803,1391,2,5,722.54
2804,3430,3,1,1331.45
2805,163,5,3,1333.98
2806,229,1,5,1044.02
2807,4020,3,5,1370.32
2808,6414,5,5,313.47
2809,4637,1,3,699.02
2810,5677,2,1,1421.32
2811,6360,3,5,314.59
2812,9976,1,4,816.23
2813,6390,4,2,151.75
2814,7234,2,1,1254.36
2815,4740,1,5,289.84
2816,5864,1,3,1175.02
2817,1283,1,1,631.26
2818,8547,1,3,783.28
2819,3472,1,5,392.48
2820,1970,5,5,985.02
2821,4269,5,5,872.96
2822,5453,1,2,1219.36
2823,6236,3,1,1146.2
2824,2699,2,2,1283.93
2825,9380,1,1,275.32
2826,5544,1,3,1165.48
2827,5885,3,1,1227.96
2828,5683,2,4,414.95
2829,4896,3,3,1246.18
2830,3568,5,2,566.29
2831,1643,5,1,495.38
2832,2943,1,3,506.93
2833,8834,1,2,1223.98
2834,7909,3,4,1242.41
2835,8322,4,5,1068.91
2836,146,3,5,1210.31
2837,5656,1,1,181.31
2838,3016,4,1,1123.62
2839,125,2,5,684.59
2840,3712,2,3,642.99
2841,187,1,2,301.79
2842,8073,4,4,247.78
2843,2881,5,1,1349.4
2844,7934,2,4,414.16
2845,7608,4,2,1305.88
2846,5827,4,2,1279.11
2847,277,2,3,665.09
2848,9878,5,4,1059.01
2849,7018,5,3,776.81
2850,709,4,5,1187.54
2851,8059,4,5,1404.2
2852,9058,2,5,211.94
2853,1434,2,2,872.71
2854,1319,3,2,570.9
2855,4714,1,4,108.06
2856,129,1,4,1307.08
2857,9068,5,1,832.3
2858,9294,5,4,426.41
2859,1592,3,1,342.65
2860,8066,1,2,756.6
2861,9327,3,3,530.95
2862,5986,5,3,1425.66
2863,9452,1,3,743.64
2864,4304,2,3,179.2
2865,7610,5,1,532.6
2866,8667,4,4,1258.97
2867,5832,1,4,1407.63
2868,4342,1,5,777.29
2869,6705,5,4,297.17
2870,2309,5,1,1230.25
2871,5050,1,4,261.28
2872,9947,1,5,158.77
2873,1552,1,4,1214.12
2874,8288,4,5,1227.22
2875,8880,4,3,137.5
2876,3542,3,1,215.68
2877,6170,5,3,626.93
2878,4279,5,4,156.31
2879,8196,2,3,438.48
2880,9979,2,5,180.21
2881,7358,4,5,1431.18
2882,6769,2,4,1446.25
2883,9199,1,3,661.01
2884,101,5,5,1332.06
2885,1060,1,3,727.3
2886,6065,5,2,1044.06
2887,634,1,1,377.65
2888,104,3,5,558.14
2889,4218,4,3,1252.55
2890,870,4,3,967.62
2891,7654,2,2,987.75
2892,3969,1,4,379.58
2893,4792,1,5,1025.48
2894,737,1,4,241.09
2895,3855,3,2,1003.79
2896,5193,2,3,1136.35
2897,512,1,2,428.27
2898,9007,4,4,811.99
2899,4563,4,5,540.83
2900,9765,2,1,1123.78
2901,1740,5,5,802.06
2902,2855,1,1,1128.52
2903,4142,5,5,1228.14
2904,8380,2,4,1303.74
2905,7838,5,5,206.1
2906,2856,2,5,155.56
2907,2989,2,2,1188.41
2908,1264,4,1,206.31
2909,2830,5,4,372.19
2910,7466,3,1,490.29
2911,651,4,3,819.76
2912,8344,2,4,452.2
2913,1249,3,2,1481.16
2914,6531,3,2,475.06
2915,8524,2,3,903.05
2916,9274,5,3,556.76
2917,4275,5,5,268.81
2918,658,1,3,465.43
2919,3335,3,5,686.39
2920,5556,2,2,322.35
2921,6727,3,4,1425.71
2922,5418,4,3,1265.37
2923,8352,2,1,204.7
2924,8088,5,2,386.21
2925,1661,5,4,1410.32
2926,7053,3,1,1130.42
2927,159,4,1,1128.72
2928,922,5,1,199.1
2929,9340,3,3,1317.66
2930,2939,3,2,883.9
2931,2972,1,1,782.56
2932,2167,4,5,1247.19
2933,6938,2,4,1419.25
2934,6795,3,5,365.47
2935,4119,2,3,1325.5
2936,1353,2,3,1164.35
2937,8443,3,4,569.72
2938,744,2,4,167.86
2939,477,2,4,187.8
2940,512,3,4,522.09
2941,1923,5,2,143.06
2942,9603,1,2,995.69
2943,3977,2,1,211.21
2944,5614,4,2,1060.74
2945,6302,2,5,1131.53
2946,2908,4,2,505.02
2947,875,2,3,342.29
2948,1466,4,5,1371.31
2949,4130,4,4,1486.22
2950,1670,5,5,1293.73
2951,6075,2,1,309.05
2952,9165,3,4,635.36
2953,3752,1,5,1487.73
2954,3558,4,1,440.63
2955,8767,3,3,290.48
2956,596,3,1,1292.87
2957,3043,5,1,1408.36
2958,1876,3,2,649.51
2959,9349,1,1,894.03
2960,5672,3,2,1065.85
2961,5710,5,5,1208.92
2962,3205,3,4,957
2963,3348,1,2,1384.54
2964,5067,3,1,948.13
2965,1854,3,5,1033.3
2966,3980,3,4,1031.29
2967,9823,2,2,748.28
2968,1663,4,4,276.76
2969,3051,3,4,1013.39
2970,7657,1,3,1020.08
2971,6325,4,2,1008.07
2972,4936,5,3,1159.12
2973,3991,5,3,223.21
2974,3614,1,1,1257.42
2975,398,4,4,223.65
2976,2980,3,2,1376.25
2977,2505,3,5,449.43
2978,7927,3,1,440.8
2979,358,3,2,1304.89
2980,7255,1,2,566.69
2981,8625,5,2,1119.35
2982,2843,1,1,298.8
2983,5434,4,1,1380.97
2984,7438,5,3,987.54
2985,5802,1,3,355.13
2986,8353,1,2,729.49
2987,363,3,2,1037.5
2988,6686,3,1,138.89
2989,7193,5,5,787.1
2990,3082,1,3,697.12
2991,4376,1,4,648.89
2992,4715,1,4,377.18
2993,5169,2,2,914.69
2994,1809,4,1,866.19
2995,5421,5,3,779.42
2996,9948,4,2,635.88
2997,3991,2,1,662.6
2998,3080,2,1,890.72
2999,7409,1,4,1065.36
3000,3242,5,5,820.23
3001,3209,4,2,330.61
3002,924,2,4,678.82
3003,4796,3,3,397.54
3004,9777,4,2,691.89
3005,5128,4,1,1031.89
3006,5115,5,2,579.69
3007,1294,4,5,1108.45
3008,1649,1,4,195.86
3009,4708,5,1,554.77
3010,1714,3,3,480.95
3011,4121,4,2,1166.16
3012,5897,3,2,1016.26
3013,5798,3,5,654.68
3014,4749,2,2,396.57
3015,4994,4,2,242.98
3016,2574,4,4,222.11
3017,4204,3,3,908.14
3018,4773,5,5,1018.89
3019,4109,5,3,986.71
3020,3400,4,5,1375.07
3021,9762,2,4,885.56
3022,1163,4,1,1436.91
3023,2880,5,3,949.21
3024,8317,5,5,188.37
3025,5206,3,1,877.89
3026,3581,4,4,1485.14
3027,6140,2,4,1343.84
3028,2752,2,2,1095.8
3029,3998,4,3,642.8
3030,2185,5,1,225.36
3031,6319,4,5,774.42
3032,9412,4,1,1046.2
3033,4688,3,1,1373.68
3034,4513,3,1,153.08
3035,8122,1,1,845.8
3036,8244,5,3,717.65
3037,108,4,1,883.86
3038,2082,2,3,481.69
3039,7059,5,1,828.81
3040,1685,2,3,1162.24
3041,2552,5,3,882.27
3042,742,5,1,1350.03
3043,9434,2,3,439.87
3044,7064,3,2,326.81
3045,153,1,5,1065.13
3046,570,1,1,943.76
3047,6451,2,5,124.73
3048,3254,3,1,787.26
3049,5934,2,2,151.36
3050,5519,4,4,968.69
3051,525,1,5,262.14
3052,986,1,5,266.04
3053,2408,2,5,945.2
3054,7660,4,4,464.92
3055,1295,4,4,797.99
3056,1669,4,5,139.47
3057,5312,5,2,770.52
3058,4900,4,5,917.41
3059,147,5,3,859.86
3060,8664,5,3,1419.72
3061,9016,5,1,825.09
3062,4041,5,4,916.82
3063,2592,4,2,250.35
3064,3125,4,4,1252.05
3065,4300,3,5,289.64
3066,2258,1,5,571.58
3067,7938,2,3,1062.73
3068,5704,3,1,540.22
3069,3097,1,2,756.54
3070,9427,1,2,742.95
3071,1416,1,2,1196.12
3072,9313,3,2,1049.57
3073,9900,3,3,114.38
3074,1808,3,5,1380.97
3075,182,5,1,381.98
3076,3402,1,2,110.53
3077,4503,4,1,417.49
3078,4320,4,3,936.32
3079,2430,2,4,385.06
3080,1974,1,2,304.96
3081,559,1,5,1327.9
3082,7329,2,3,626.49
3083,1811,4,1,1405.91
3084,4244,4,5,1395.76
3085,5257,4,1,788.01
3086,2373,2,4,554.73
3087,8300,4,1,1379.41
3088,2939,3,2,977.06
3089,4653,3,2,1032.46
3090,217,3,2,297.42
3091,5823,1,3,879.58
3092,6944,2,2,1497.81
3093,6451,4,4,1303.81
3094,2690,3,5,621.29
3095,2690,4,4,791.81
3096,7931,3,5,462.44
3097,2565,5,3,322.26
3098,9106,3,1,1420.04
3099,7542,1,4,932.59
3100,8076,1,2,998.14
3101,9,4,4,929.43
3102,9812,3,4,396.7
3103,7269,5,5,1120.09
3104,8310,2,2,1443.83
3105,63,3,3,814.58
3106,1341,1,4,1189.35
3107,4405,5,2,403.66
3108,2915,5,1,1428.67
3109,1272,2,4,498.57
3110,6804,3,5,150.09
3111,2118,3,2,931
3112,775,2,4,799.01
3113,1303,4,4,758.57
3114,3826,5,1,1211.14
3115,9706,3,1,370.11
3116,5067,5,3,693.13
3117,4992,1,2,1087.69
3118,9034,4,2,727.71
3119,6867,2,1,295.28
3120,3079,4,1,145.69
3121,3427,3,3,833.1
3122,8102,4,2,936.52
3123,959,3,2,849.18
3124,1288,4,1,916.56
3125,8758,1,3,823.24
3126,3214,4,5,991.16
3127,443,5,3,1047.62
3128,2214,1,5,549.3
3129,690,1,2,410.7
3130,8114,1,3,773
3131,3507,3,5,1494.6
3132,6717,2,3,556.25
3133,9718,3,5,746.28
3134,3399,5,2,563.76
3135,6847,3,2,733.47
3136,1851,4,5,1016.51
3137,5809,5,3,880.3
3138,6755,1,2,1029.36
3139,3425,3,3,1119.58
3140,9629,3,4,305.53
3141,2513,2,1,560.69
3142,9039,1,1,154.96
3143,6620,5,4,867.37
3144,2484,1,4,1375.77
3145,3580,1,1,1358.74
3146,3880,1,2,1293.26
3147,2213,5,4,279.63
3148,5474,4,4,979.92
3149,2552,3,4,154.31
3150,4467,4,4,387.83
3151,3686,5,4,896.04
3152,7410,2,4,157.59
3153,3849,4,1,275.1
3154,5849,3,5,386.22
3155,1067,1,4,1080.03
3156,5894,4,5,650.46
3157,3895,3,1,426.45
3158,2303,5,2,1476.68
3159,372,5,5,885.78
3160,510,4,5,812.9
3161,7025,2,1,602.76
3162,5648,1,5,837.27
3163,8823,1,2,1440.15
3164,9094,2,1,1198.64
3165,413,4,5,1056.14
3166,3294,3,2,194.33
3167,4097,1,3,224.33
3168,3864,4,4,1087.71
3169,3712,1,4,864.24
3170,6513,2,3,113.25
3171,986,3,2,1205.22
3172,8536,3,1,763.45
3173,2676,2,2,901.85
3174,9005,3,4,1186.1
3175,7799,4,2,170.7
3176,9850,5,3,1121.88
3177,7368,3,3,1093.46
3178,2587,5,5,934.95
3179,2098,1,3,761.74
3180,6040,4,2,643.9
3181,2856,2,4,824.05
3182,155,5,1,132.11
3183,2901,1,4,238.07
3184,147,4,3,133.02
3185,9856,4,5,1464.31
3186,7789,5,2,436.56
3187,6972,5,2,1319.17
3188,910,3,4,938.87
3189,7687,3,1,761.84
3190,4089,4,4,1164.77
3191,8394,4,4,533.22
3192,4510,3,4,873.84
3193,3259,2,5,735.65
3194,3643,2,5,883.36
3195,8292,1,5,1310.59
3196,2209,5,1,140.84
3197,1228,1,3,766.71
3198,7106,2,1,662.83
3199,4978,1,1,1375.27
3200,8254,2,2,1173.73
3201,7948,5,3,663.25
3202,3983,1,1,346.14
3203,6421,1,4,1324.51
3204,133,1,4,491.85
3205,9187,5,5,746.03
3206,8573,2,5,526.41
3207,139,5,2,564.86
3208,1005,5,1,1467.26
3209,1411,4,1,636.02
3210,5705,3,4,1134.84
3211,1266,2,5,377.59
3212,4551,2,5,640.86
3213,4535,5,4,1310.66
3214,4528,3,5,983.14
3215,688,4,3,1376.5
3216,6063,2,3,460.13
3217,9684,5,3,991.76
3218,3556,1,1,951.02
3219,5099,5,5,1369.23
3220,2794,2,4,711.7
3221,1049,5,5,1151.01
3222,3383,5,4,887.62
3223,5857,1,4,347.31
3224,751,3,2,514.79
3225,1030,5,5,672.51
3226,8064,3,4,185.51
3227,1544,5,5,727.32
3228,1314,2,5,808.62
3229,2732,1,5,812.74
3230,5937,1,2,995.72
3231,7601,5,1,946.36
3232,1889,2,3,1130.13
3233,834,2,2,1313.1
3234,6387,4,2,1042.59
3235,1752,1,3,954.4
3236,971,3,1,492.88
3237,4142,4,1,252.63
3238,5691,5,2,823.49
3239,6413,5,2,480.83
3240,6968,4,1,1414.66
3241,4906,5,1,830.67
3242,8604,2,5,577.52
3243,5867,5,1,1314.58
3244,8050,2,3,881.81
3245,998,5,2,1496.73
3246,4258,4,1,861.47
3247,102,4,2,1056.53
3248,9912,5,4,1121.63
3249,6150,3,3,1369.06
3250,9863,1,1,1478.39
3251,4011,3,3,868.23
3252,4212,1,1,1024.22
3253,9400,4,2,637.85
3254,1586,3,2,1161.84
3255,9106,4,4,1154.24
3256,6626,2,1,929.86
3257,6100,1,3,318.25
3258,4538,3,5,605.48
3259,8025,1,4,1290.87
3260,6719,3,1,1037.59
3261,5266,3,3,418.75
3262,8400,3,4,719.58
3263,9055,1,1,1457.05
3264,7390,2,4,761.38
3265,1565,5,4,549.92
3266,6631,4,4,993.55
3267,3376,3,1,1065
3268,9835,5,2,945.27
3269,2816,2,5,1146.38
3270,556,4,5,1025.68
3271,5138,3,1,335.29
3272,1552,4,3,1064.07
3273,2114,2,1,928.65
3274,6007,1,5,640.14
3275,1098,4,5,604.59
3276,6499,1,3,167.16
3277,4837,5,3,871.51
3278,598,5,4,417.1
3279,5161,3,4,971.84
3280,5128,5,5,497.99
3281,6878,2,1,1144.69
3282,8672,1,1,1493.71
3283,5408,1,3,276.94
3284,7386,4,5,1476.78
3285,2017,3,1,1136.74
3286,9873,3,3,322.01
3287,7821,3,1,1314.4
3288,5589,3,4,510.08
3289,2102,3,4,413.31
3290,8081,3,1,735.83
3291,4530,5,1,387.25
3292,807,3,1,634.37
3293,8826,2,5,510.4
3294,5157,2,3,200.68
3295,5433,2,5,1013.32
3296,783,4,5,1031.51
3297,8477,3,5,221.7
3298,4597,2,1,1263.15
3299,3053,3,1,901.7
3300,5333,1,5,792.99
3301,1033,1,3,491.32
3302,2838,2,4,1239.12
3303,6879,4,5,124.62
3304,1328,4,4,138.76
3305,7687,2,1,194.94
3306,598,1,4,1364.04
3307,2846,2,3,1376.47
3308,4492,2,1,728.85
3309,4886,4,5,949.37
3310,5997,1,3,1181.81
3311,4522,1,1,1312.77
3312,8567,5,1,497.88
3313,2869,4,5,1270.22
3314,4577,5,1,644.63
3315,6992,1,5,985.73
3316,4869,2,2,1265.52
3317,8175,4,3,136.29
3318,163,3,4,1169.47
3319,2778,5,1,1437.92
3320,4264,5,3,1005.73
3321,2389,1,5,133.3
3322,9147,1,3,146.55
3323,857,2,1,665.11
3324,1256,1,5,1393.63
3325,7600,2,4,867.34
3326,3321,4,4,663.38
3327,7154,3,5,1164.61
3328,1730,1,3,1231.24
3329,8809,3,3,239.98
3330,9126,2,2,1228.3
3331,2380,4,3,1495.67
3332,5489,3,5,528.45
3333,2867,1,4,1320.66
3334,4718,5,5,1470.26
3335,3060,5,4,322.31
3336,8618,2,3,409.47
3337,1173,2,3,1440.85
3338,5846,2,3,1181.56
3339,6373,3,5,479.98
3340,6250,5,1,1045.47
3341,7628,2,1,630.9
3342,9959,5,1,250.38
3343,5407,5,2,364.08
3344,1735,5,5,1286.87
3345,7025,2,5,1178.92
3346,6129,1,4,292.89
3347,5291,1,2,363.72
3348,7771,2,3,440.61
3349,272,2,1,1212.84
3350,7367,3,2,845.88
3351,2957,4,4,573.92
3352,9633,5,3,430.27
3353,3687,1,5,1376.44
3354,7295,1,3,1388.05
