order_id,customer_id,order_date,total_amount
2683,8845,2025-01-09,1229.76
2684,6881,2025-01-20,1194.16
2685,1316,2025-01-25,1004.35
2686,4778,2025-01-10,497.1
2687,4257,2025-01-19,255.31
2688,9067,2025-01-26,1218.21
2689,9265,2025-01-06,571.27
2690,3364,2025-01-15,1870.26
2691,2465,2025-01-05,1258.88
2692,1540,2025-01-22,1604.5
2693,9343,2025-01-14,1569.82
2694,7742,2025-01-11,629.41
2695,580,2025-01-22,1941
2696,1441,2025-01-05,486.14
2697,9255,2025-01-04,476.19
2698,2784,2025-01-21,1845.45
2699,5307,2025-01-08,645.94
2700,3570,2025-01-01,1070.83
2701,7942,2025-01-22,1954.58
2702,9159,2025-01-22,1038.45
2703,494,2025-01-21,1620.67
2704,1489,2025-01-20,1810.13
2705,4960,2025-01-01,1410.08
2706,9834,2025-01-17,1076.55
2707,6196,2025-01-22,481.98
2708,8880,2025-01-13,1202.36
2709,7749,2025-01-07,257.23
2710,400,2025-01-22,1093.91
2711,7212,2025-01-23,926.58
2712,6897,2025-01-11,565.69
2713,9987,2025-01-23,387.97
2714,7453,2025-01-07,811.42
2715,8716,2025-01-19,1477.16
2716,8351,2025-01-18,1414.09
2717,5275,2025-01-21,244.51
2718,3816,2025-01-03,570.21
2719,1280,2025-01-01,784.52
2720,9182,2025-01-25,1800.85
2721,1734,2025-01-04,1602.61
2722,5756,2025-01-25,889.81
2723,4936,2025-01-09,1010.41
2724,3319,2025-01-12,778.05
2725,4643,2025-01-09,398.95
2726,2805,2025-01-19,430.31
2727,5244,2025-01-20,1000.55
2728,6271,2025-01-26,637.65
2729,619,2025-01-17,1252.94
2730,5601,2025-01-26,316.54
2731,8919,2025-01-18,446.67
2732,8622,2025-01-26,709.75
2733,7084,2025-01-17,1649.14
2734,6621,2025-01-10,827.68
2735,4398,2025-01-26,223.46
2736,3905,2025-01-19,1450.27
2737,9418,2025-01-12,1419.9
2738,9211,2025-01-18,1251.73
2739,7945,2025-01-08,223.61
2740,934,2025-01-06,1693.15
2741,6771,2025-01-19,263.4
2742,4819,2025-01-07,1417.27
2743,576,2025-01-18,1394.42
2744,609,2025-01-16,1431.29
2745,807,2025-01-26,734.88
2746,8237,2025-01-08,1106.5
2747,405,2025-01-17,1926.18
2748,3414,2025-01-03,616.47
2749,3924,2025-01-10,511.1
2750,5275,2025-01-11,1236.33
2751,4538,2025-01-01,803.2
2752,7671,2025-01-03,1262.46
2753,36,2025-01-01,383.79
2754,4427,2025-01-12,801.52
2755,1352,2025-01-08,1707.13
2756,9502,2025-01-04,961.74
2757,9387,2025-01-02,755.61
2758,2987,2025-01-25,882.77
2759,7338,2025-01-15,1202.83
2760,1159,2025-01-19,1327.21
2761,7612,2025-01-15,387.56
2762,7330,2025-01-26,1728.22
2763,63,2025-01-07,340.36
2764,5654,2025-01-02,708.3
2765,9739,2025-01-01,263.65
2766,6099,2025-01-13,905.9
2767,4102,2025-01-07,1457.94
2768,8288,2025-01-25,1119.31
2769,850,2025-01-16,1688.45
2770,2109,2025-01-22,1888.31
2771,7806,2025-01-25,1754.64
2772,1344,2025-01-09,952.23
2773,3248,2025-01-10,1865.05
2774,4359,2025-01-02,1441.84
2775,669,2025-01-26,648.7
2776,3045,2025-01-24,1303.41
2777,7905,2025-01-14,1773.5
2778,8321,2025-01-18,1823.08
2779,7482,2025-01-01,916.45
2780,4043,2025-01-07,814.56
2781,3825,2025-01-05,1395.14
2782,8372,2025-01-18,1849
2783,4181,2025-01-16,1958.18
2784,9550,2025-01-22,586.46
2785,8187,2025-01-23,1720.03
2786,8711,2025-01-14,1601.91
2787,8617,2025-01-13,500.87
2788,5801,2025-01-09,351.49
2789,5459,2025-01-07,292.81
2790,5571,2025-01-22,527.66
2791,4977,2025-01-02,1849.22
2792,4166,2025-01-04,569.81
2793,5388,2025-01-26,642.14
2794,4475,2025-01-20,1648.1
2795,867,2025-01-09,1196.3
2796,5156,2025-01-17,301.51
2797,7515,2025-01-03,1475.06
2798,7433,2025-01-15,1972.5
2799,9209,2025-01-21,454.66
2800,2011,2025-01-07,422.26
2801,6299,2025-01-20,1723.14
2802,1300,2025-01-08,1891.36
2803,9804,2025-01-01,1599.55
2804,8234,2025-01-17,611.18
2805,9527,2025-01-24,1436.75
2806,9521,2025-01-05,1067.3
2807,4084,2025-01-24,1263.95
2808,8256,2025-01-19,678.35
2809,3561,2025-01-23,328.96
2810,876,2025-01-10,1335.01
2811,2318,2025-01-12,1632.93
2812,3105,2025-01-18,1378.21
2813,4437,2025-01-13,1509.37
2814,5057,2025-01-09,209.29
2815,5909,2025-01-13,1235.66
2816,6405,2025-01-12,1088.02
2817,8645,2025-01-16,1750.73
2818,6853,2025-01-01,217.66
2819,8017,2025-01-04,1752.62
2820,194,2025-01-07,1199.84
2821,1725,2025-01-19,1721.92
2822,6058,2025-01-06,239.57
2823,9925,2025-01-11,645.48
2824,2265,2025-01-09,944.32
2825,6704,2025-01-14,1044.16
2826,1828,2025-01-20,1372.17
2827,3572,2025-01-24,1006.43
2828,4780,2025-01-12,1239.43
2829,7777,2025-01-01,1251.08
2830,3666,2025-01-18,922.23
2831,9441,2025-01-18,520.38
2832,8292,2025-01-16,1136.44
2833,9209,2025-01-05,1831.85
2834,8307,2025-01-25,653.26
2835,2593,2025-01-05,1679.87
2836,4532,2025-01-04,1587.49
2837,7565,2025-01-10,1830.02
2838,7503,2025-01-26,1990.12
2839,1631,2025-01-07,475.97
2840,2738,2025-01-01,1056.16
2841,5231,2025-01-01,1191.5
2842,327,2025-01-09,531.4
2843,4777,2025-01-04,1532.04
2844,2269,2025-01-14,1365.91
2845,6675,2025-01-10,1753.91
2846,6191,2025-01-05,268.64
2847,517,2025-01-07,894.97
2848,2940,2025-01-05,949.71
2849,6422,2025-01-21,1960.17
2850,6416,2025-01-11,925.53
2851,3131,2025-01-23,570.27
2852,2808,2025-01-05,1341.67
2853,651,2025-01-25,1790.79
2854,7725,2025-01-08,1934.29
2855,1088,2025-01-21,1894.37
2856,6305,2025-01-25,1787.02
2857,913,2025-01-17,656.54
2858,171,2025-01-19,1360.76
2859,9157,2025-01-26,1129.83
2860,1605,2025-01-08,1822.76
2861,5770,2025-01-23,893.39
2862,5871,2025-01-02,1946.35
2863,1520,2025-01-16,966.79
2864,7477,2025-01-12,1358.5
2865,2888,2025-01-22,1933.82
2866,8314,2025-01-21,883.12
2867,667,2025-01-05,1567.5
2868,8908,2025-01-23,630.59
2869,3334,2025-01-19,1478.21
2870,2797,2025-01-13,1316.8
2871,4729,2025-01-11,1989.37
2872,1505,2025-01-13,1166.58
2873,457,2025-01-15,636.56
2874,1446,2025-01-24,399.32
2875,8873,2025-01-14,1414.57
2876,4094,2025-01-10,550.15
2877,7549,2025-01-01,834.89
2878,4802,2025-01-16,1634.13
2879,1600,2025-01-02,344.25
2880,9550,2025-01-01,820.3
2881,3908,2025-01-05,913.71
2882,5273,2025-01-22,859.05
2883,9508,2025-01-15,1090.75
2884,3677,2025-01-04,1592.79
2885,4868,2025-01-26,583.69
2886,1204,2025-01-22,1517.09
2887,1510,2025-01-15,808.15
2888,1120,2025-01-21,625.1
2889,3331,2025-01-03,419.5
2890,478,2025-01-04,631.94
2891,7689,2025-01-18,1712.37
2892,2834,2025-01-02,844.56
2893,8709,2025-01-23,476.84
2894,7092,2025-01-14,1623.96
2895,9494,2025-01-08,1277.97
2896,1409,2025-01-13,1359.94
2897,6650,2025-01-01,1178.88
2898,7575,2025-01-19,751.85
2899,4157,2025-01-26,1274.02
2900,8161,2025-01-09,1619.42
2901,7799,2025-01-03,354.72
2902,3982,2025-01-05,1338.04
2903,1252,2025-01-02,1444.65
2904,8813,2025-01-12,1203.63
2905,540,2025-01-21,1944.08
2906,8890,2025-01-05,1466.65
2907,5744,2025-01-01,1363.51
2908,9410,2025-01-02,389.73
2909,9797,2025-01-01,825.25
2910,9004,2025-01-23,818.49
2911,5526,2025-01-21,1813.5
2912,6508,2025-01-24,1726.57
2913,5698,2025-01-13,382.09
2914,6395,2025-01-10,668.95
2915,2052,2025-01-13,310.74
2916,3454,2025-01-25,209.27
2917,8407,2025-01-07,460.62
2918,1658,2025-01-23,563.32
2919,2169,2025-01-25,382.14
2920,8000,2025-01-14,737.31
2921,7819,2025-01-16,1136.73
2922,3613,2025-01-10,1023.66
2923,5896,2025-01-09,1922.05
2924,4100,2025-01-16,1925.04
2925,7341,2025-01-20,1948.91
2926,446,2025-01-24,1716.36
2927,9104,2025-01-18,992.74
2928,3176,2025-01-01,242.55
2929,460,2025-01-20,421.28
2930,9472,2025-01-13,1080.34
2931,4001,2025-01-25,207.23
2932,528,2025-01-09,523.83
2933,1094,2025-01-25,1936.83
2934,7671,2025-01-04,1276.7
2935,7535,2025-01-07,1484.25
2936,3379,2025-01-16,872.27
2937,2052,2025-01-01,886.19
2938,6667,2025-01-14,1430.58
2939,6607,2025-01-07,985.97
2940,4653,2025-01-07,489.38
2941,6841,2025-01-20,856.04
2942,8186,2025-01-11,1307.03
2943,6653,2025-01-04,1806.01
2944,7324,2025-01-06,937.32
2945,891,2025-01-15,1945.49
2946,5070,2025-01-09,1569.47
2947,6755,2025-01-25,246.02
2948,5210,2025-01-13,625.93
2949,1773,2025-01-15,1598.25
2950,1639,2025-01-07,272.04
2951,1269,2025-01-03,1330.73
2952,4564,2025-01-17,1883.18
2953,7296,2025-01-19,1381.24
2954,219,2025-01-11,1392.42
2955,1689,2025-01-18,1460.18
2956,685,2025-01-03,1391.71
2957,2812,2025-01-13,1519.31
2958,2301,2025-01-03,262.21
2959,8253,2025-01-10,1171.04
2960,7358,2025-01-11,1178.1
2961,5302,2025-01-05,1359.18
2962,8034,2025-01-10,852.99
2963,6148,2025-01-16,1805.99
2964,2958,2025-01-10,1318.7
2965,6927,2025-01-16,1302.72
2966,6718,2025-01-20,384.92
2967,6435,2025-01-09,1583.32
2968,4353,2025-01-05,1803.31
2969,6206,2025-01-16,727.96
2970,5649,2025-01-16,1939.57
2971,6497,2025-01-08,1720.16
2972,1184,2025-01-17,1229.73
2973,9243,2025-01-01,1124.83
2974,7019,2025-01-14,373.42
2975,9718,2025-01-18,318.98
2976,1773,2025-01-18,956.04
2977,9682,2025-01-04,314.49
2978,8533,2025-01-13,437.25
2979,9371,2025-01-26,1383.74
2980,4727,2025-01-06,1508.19
2981,3267,2025-01-04,1850.75
2982,4346,2025-01-22,230.76
2983,7607,2025-01-10,1738.28
2984,6006,2025-01-13,1555.69
2985,957,2025-01-20,1331.87
2986,9609,2025-01-13,1138.93
2987,5627,2025-01-07,773.65
2988,7265,2025-01-01,1151.57
2989,773,2025-01-15,503.4
2990,2902,2025-01-06,908.25
2991,3905,2025-01-10,1075.6
2992,4457,2025-01-15,1975.36
2993,6942,2025-01-26,336.75
2994,4904,2025-01-15,325.61
2995,2769,2025-01-17,1294.67
2996,7997,2025-01-18,991.07
2997,820,2025-01-15,922.82
2998,8497,2025-01-16,520.33
2999,2870,2025-01-20,313.46
3000,4303,2025-01-08,1001.15
3001,8543,2025-01-11,960.68
3002,9106,2025-01-03,516.32
3003,7421,2025-01-05,1162.9
3004,2844,2025-01-18,481.92
3005,8062,2025-01-05,1228.05
3006,1318,2025-01-01,293.38
3007,2220,2025-01-02,512.25
3008,1471,2025-01-01,940.72
3009,4668,2025-01-12,1011.96
3010,4348,2025-01-18,784.8
3011,5787,2025-01-16,1868.61
3012,6535,2025-01-10,1620.23
3013,7267,2025-01-05,531.35
3014,7528,2025-01-13,967.26
3015,2432,2025-01-10,783.14
3016,9911,2025-01-01,832.08
3017,5189,2025-01-22,1829.89
3018,5592,2025-01-24,1642.39
3019,1492,2025-01-25,318.07
3020,4608,2025-01-17,1650.96
3021,4302,2025-01-19,1448.87
3022,9994,2025-01-04,521.4
3023,2877,2025-01-10,778.83
3024,593,2025-01-14,1768.9
3025,3255,2025-01-11,246.11
3026,2560,2025-01-06,310.06
3027,7562,2025-01-12,1394.18
3028,9714,2025-01-01,631.33
3029,3667,2025-01-01,1690.85
3030,7539,2025-01-07,552.35
3031,1119,2025-01-26,949.43
3032,4441,2025-01-25,977.37
3033,2802,2025-01-04,1638.55
3034,7518,2025-01-02,1765.64
3035,6991,2025-01-19,719.92
3036,6188,2025-01-09,1570.96
3037,18,2025-01-17,246.3
3038,8290,2025-01-10,1568.69
3039,8828,2025-01-18,244
3040,2272,2025-01-18,1853.62
3041,6930,2025-01-14,1792.98
3042,2519,2025-01-06,872.3
3043,9845,2025-01-11,579.08
3044,6974,2025-01-24,964.64
3045,7475,2025-01-13,537.94
3046,7381,2025-01-04,1089.2
3047,8831,2025-01-01,1341.82
3048,5526,2025-01-07,1848.25
3049,4571,2025-01-18,1012.52
3050,524,2025-01-21,1901.39
3051,2549,2025-01-10,1835.83
3052,462,2025-01-26,1821.22
3053,8329,2025-01-07,1547.16
3054,1294,2025-01-26,894.09
3055,2718,2025-01-19,444.97
3056,2075,2025-01-03,523.15
3057,5619,2025-01-01,1589.64
3058,3462,2025-01-15,1001.97
3059,2508,2025-01-08,1713.22
3060,7841,2025-01-25,1937.35
3061,2832,2025-01-22,1797.44
3062,8949,2025-01-23,1513.73
3063,3941,2025-01-07,554.5
3064,1048,2025-01-23,1092.61
3065,948,2025-01-21,417.46
3066,1630,2025-01-19,1969.83
3067,4971,2025-01-25,490.68
3068,3402,2025-01-18,1655.59
3069,3135,2025-01-11,1893.78
3070,1467,2025-01-04,1214.35
3071,4221,2025-01-24,227.75
3072,2541,2025-01-01,1321.48
3073,1753,2025-01-21,352.01
3074,5634,2025-01-23,1526.44
3075,3679,2025-01-24,1080.84
3076,6522,2025-01-02,1972.17
3077,3400,2025-01-10,1515.93
3078,4610,2025-01-13,767.68
3079,8724,2025-01-24,1179.05
3080,4125,2025-01-16,1122.57
3081,1153,2025-01-16,216.05
3082,7808,2025-01-12,433.58
3083,5416,2025-01-16,985.9
3084,2651,2025-01-18,368.64
3085,5917,2025-01-10,614.73
3086,1330,2025-01-25,941.39
3087,5362,2025-01-16,534.39
3088,5041,2025-01-10,528.58
3089,4287,2025-01-22,1480.52
3090,6214,2025-01-06,470.74
3091,947,2025-01-01,325.92
3092,5282,2025-01-09,1667.24
3093,3891,2025-01-09,760.34
3094,404,2025-01-11,816.21
3095,4600,2025-01-16,207.44
3096,4391,2025-01-16,206.89
3097,4536,2025-01-19,892.3
3098,7783,2025-01-06,1512.17
3099,8474,2025-01-14,694.7
3100,2320,2025-01-04,250.78
3101,5549,2025-01-16,274.73
3102,3183,2025-01-10,1859.46
3103,9155,2025-01-25,685.44
3104,5398,2025-01-26,1270.3
3105,3003,2025-01-19,1555.7
3106,5779,2025-01-14,451.53
3107,9360,2025-01-09,785.42
3108,8807,2025-01-03,682.37
3109,9277,2025-01-17,665.89
3110,8689,2025-01-03,338.05
3111,5086,2025-01-18,1734.08
3112,744,2025-01-10,1014.28
3113,6166,2025-01-13,1889.3
3114,9930,2025-01-09,1187.97
3115,5502,2025-01-13,769.09
3116,3465,2025-01-06,1606.1
3117,4595,2025-01-17,1269.12
3118,9466,2025-01-14,1132.73
3119,934,2025-01-13,443.04
3120,843,2025-01-08,1815.18
3121,754,2025-01-15,1774.93
3122,3014,2025-01-09,879.87
3123,8272,2025-01-07,1578.27
3124,6028,2025-01-16,585.08
3125,7845,2025-01-16,1482.2
3126,8293,2025-01-23,527.97
3127,6643,2025-01-03,1671.05
3128,7580,2025-01-23,1983.4
3129,2830,2025-01-15,663.8
3130,1309,2025-01-06,1910.39
3131,8594,2025-01-08,1418.63
3132,8879,2025-01-16,1514
3133,5435,2025-01-05,1727.17
3134,8093,2025-01-26,1676.13
3135,2521,2025-01-25,478.07
3136,9296,2025-01-16,1757.71
3137,6706,2025-01-07,1361.06
3138,3728,2025-01-15,1561.29
3139,3759,2025-01-18,1643.25
3140,4854,2025-01-07,1024.18
3141,5716,2025-01-03,1078.31
3142,4951,2025-01-15,1460.75
3143,479,2025-01-05,1506.82
3144,4681,2025-01-26,230.42
3145,5360,2025-01-13,821.19
3146,6983,2025-01-20,1319.86
3147,6989,2025-01-15,779.07
3148,9765,2025-01-21,1183.05
3149,2956,2025-01-23,597.28
3150,3816,2025-01-22,241.98
3151,182,2025-01-11,1833.81
3152,1996,2025-01-19,1777.37
3153,532,2025-01-10,1173.56
3154,8152,2025-01-13,1049.29
3155,2268,2025-01-07,1826.73
3156,5822,2025-01-11,588.73
3157,9749,2025-01-26,1753.26
3158,778,2025-01-06,1254.6
3159,2004,2025-01-13,1628.33
3160,5798,2025-01-19,1080.86
3161,3888,2025-01-24,414.09
3162,6757,2025-01-01,1665.57
3163,2687,2025-01-21,744.95
3164,1805,2025-01-13,908.93
3165,5133,2025-01-04,1975.9
3166,398,2025-01-10,1341.58
3167,7168,2025-01-16,550.42
3168,6113,2025-01-17,1873.19
3169,8181,2025-01-19,435.27
3170,5110,2025-01-19,795.28
3171,4247,2025-01-14,778.64
3172,8314,2025-01-16,384.09
3173,5830,2025-01-22,1672.96
3174,2419,2025-01-15,204.62
3175,2068,2025-01-09,942.07
3176,2229,2025-01-05,1619.54
3177,1376,2025-01-14,1650.42
3178,1556,2025-01-09,781.41
3179,2248,2025-01-06,586.59
3180,1434,2025-01-24,1521.93
3181,3429,2025-01-10,1258.04
3182,855,2025-01-22,245.41
3183,6879,2025-01-14,208.34
3184,2451,2025-01-14,230.23
3185,5922,2025-01-10,1403.03
3186,115,2025-01-09,1862.66
3187,2433,2025-01-08,1944.24
3188,9940,2025-01-04,681.93
3189,5955,2025-01-03,1699.42
3190,3719,2025-01-06,1020.72
3191,8102,2025-01-18,716.4
3192,8132,2025-01-02,1579.72
3193,131,2025-01-03,841.78
3194,3940,2025-01-13,912.73
3195,1551,2025-01-22,579.44
3196,5098,2025-01-08,869.56
3197,4216,2025-01-22,1316.94
3198,9058,2025-01-03,380.07
3199,7765,2025-01-17,812.13
3200,1803,2025-01-25,1971.24
3201,8168,2025-01-07,1652.54
3202,5492,2025-01-01,1745.69
3203,6879,2025-01-15,569.17
3204,682,2025-01-22,1645.64
3205,1316,2025-01-14,1324.59
3206,8738,2025-01-10,441.52
3207,9607,2025-01-16,288.57
3208,3721,2025-01-26,872.86
3209,1476,2025-01-21,1202.77
3210,9099,2025-01-09,794.68
3211,494,2025-01-04,1938.09
3212,1875,2025-01-24,1980.28
3213,1891,2025-01-06,731.36
3214,5945,2025-01-03,1841.03
3215,91,2025-01-02,1031.37
3216,3222,2025-01-15,617.08
3217,4566,2025-01-05,430.29
3218,6045,2025-01-20,245.21
3219,9863,2025-01-21,308.08
3220,2901,2025-01-14,847.74
3221,4349,2025-01-22,1258.91
3222,4954,2025-01-11,354.13
3223,9,2025-01-05,534.96
3224,7602,2025-01-20,1043.91
3225,6634,2025-01-22,355.01
3226,3331,2025-01-02,920.81
3227,3854,2025-01-04,1863.35
3228,6948,2025-01-16,382.87
3229,3849,2025-01-11,1729.47
3230,8357,2025-01-04,530.85
3231,1419,2025-01-13,244.84
3232,730,2025-01-22,481.95
3233,9588,2025-01-26,472.08
3234,4564,2025-01-02,738.28
3235,4481,2025-01-24,1615.5
3236,9370,2025-01-26,1655.37
3237,6996,2025-01-12,528.52
3238,9951,2025-01-26,1580.86
3239,4288,2025-01-25,1450.28
3240,8469,2025-01-06,574.35
3241,3905,2025-01-13,880.15
3242,6368,2025-01-26,630.58
3243,1276,2025-01-08,1701.83
3244,9642,2025-01-21,1617.48
3245,9107,2025-01-21,553.26
3246,5570,2025-01-26,1393.63
3247,9800,2025-01-15,1545.24
3248,3320,2025-01-16,1365.96
3249,1205,2025-01-07,1258.93
3250,2949,2025-01-24,1256.93
3251,5055,2025-01-14,1818.3
3252,2811,2025-01-17,1518.6
3253,7079,2025-01-04,1459.55
3254,674,2025-01-04,1042.06
3255,8836,2025-01-16,572.57
3256,4041,2025-01-08,1130.45
3257,7050,2025-01-23,948.94
3258,6376,2025-01-20,614.07
3259,1048,2025-01-10,1919.1
3260,5825,2025-01-02,1585.75
3261,3498,2025-01-05,1562.74
3262,3075,2025-01-01,1131.95
3263,3660,2025-01-13,641.62
3264,8315,2025-01-10,1354.17
3265,4324,2025-01-06,820.36
3266,2012,2025-01-08,513.61
3267,1978,2025-01-03,864.11
3268,2814,2025-01-10,1443.38
3269,2449,2025-01-25,1681.72
3270,4618,2025-01-23,1202.17
3271,7199,2025-01-17,1539.44
3272,7521,2025-01-25,1065.88
3273,9295,2025-01-15,1675.8
3274,5778,2025-01-10,1784.86
3275,4744,2025-01-11,1519.08
3276,5863,2025-01-05,1346.05
3277,5512,2025-01-08,276.07
3278,5396,2025-01-06,329.44
3279,4625,2025-01-06,1189.82
3280,6293,2025-01-16,1737.39
3281,8147,2025-01-07,1095.4
3282,3518,2025-01-22,815.07
3283,1286,2025-01-25,1830.87
3284,9402,2025-01-11,431.54
3285,1011,2025-01-13,1119.21
3286,9485,2025-01-19,584.43
3287,5126,2025-01-05,388.32
3288,3759,2025-01-03,1329.54
3289,3376,2025-01-21,1612.88
3290,7002,2025-01-11,1598.61
3291,4374,2025-01-12,1978.81
3292,9774,2025-01-02,1547
3293,6796,2025-01-15,1649.37
3294,6411,2025-01-09,728.19
3295,3104,2025-01-23,942.51
3296,7669,2025-01-10,1533.88
3297,6455,2025-01-24,525.15
3298,9850,2025-01-13,1114.47
3299,6130,2025-01-06,994.53
3300,3471,2025-01-26,1145.93
3301,1279,2025-01-04,1086.5
3302,8060,2025-01-17,1587.27
3303,2908,2025-01-19,1011.63
3304,4954,2025-01-17,493.55
3305,9970,2025-01-12,1725.81
3306,7429,2025-01-06,1981.22
3307,2103,2025-01-26,1138.69
3308,4413,2025-01-01,338.77
3309,2140,2025-01-26,1965.5
3310,4927,2025-01-24,1479.78
3311,4927,2025-01-25,1741.02
3312,2505,2025-01-06,1065.19
3313,5309,2025-01-13,1894.56
3314,7357,2025-01-21,1368.68
3315,9705,2025-01-12,540.37
3316,7315,2025-01-06,1750.51
3317,2456,2025-01-03,1071.83
3318,7241,2025-01-16,1530.87
3319,2170,2025-01-23,291.49
3320,7452,2025-01-07,581.7
3321,7114,2025-01-16,1004.31
3322,6580,2025-01-02,1448.65
3323,2905,2025-01-09,1939.43
3324,2277,2025-01-26,1981.52
3325,828,2025-01-13,1582.3
3326,5517,2025-01-07,453.7
3327,1418,2025-01-23,1023.04
3328,1360,2025-01-20,413.74
3329,2100,2025-01-19,973.59
3330,667,2025-01-01,843.45
3331,4378,2025-01-23,214.98
3332,6568,2025-01-20,925.59
3333,2748,2025-01-04,1382.86
3334,9212,2025-01-22,853.81
3335,5867,2025-01-12,1953.85
3336,2878,2025-01-09,414.64
3337,1099,2025-01-22,285.77
3338,3935,2025-01-04,1583.12
3339,8040,2025-01-06,1101.93
3340,9806,2025-01-24,430.7
3341,1685,2025-01-18,967.97
3342,9607,2025-01-08,499.17
3343,7921,2025-01-15,266.97
3344,2691,2025-01-18,1361.75
3345,8761,2025-01-25,1249.28
3346,5702,2025-01-21,379.92
3347,9897,2025-01-25,1144.24
3348,4980,2025-01-19,1971.25
3349,6627,2025-01-18,1086.15
3350,8143,2025-01-14,880.28
3351,3268,2025-01-17,226.9
3352,9183,2025-01-07,1479.96
3353,1382,2025-01-22,1456.32
3354,7714,2025-01-05,1793.8
3355,6831,2025-01-13,1792.92
3356,994,2025-01-06,1545.08
3357,3008,2025-01-26,213.99
3358,9302,2025-01-25,1216.59
3359,7447,2025-01-22,1667.39
3360,1284,2025-01-16,413.61
3361,555,2025-01-22,1165.81
3362,7917,2025-01-22,1171.03
3363,1662,2025-01-05,318.93
3364,817,2025-01-01,1252.81
3365,243,2025-01-18,1961.18
3366,3552,2025-01-04,1806.43
3367,2749,2025-01-02,1166.82
3368,7709,2025-01-13,520.2
3369,3158,2025-01-04,1955.88
3370,7354,2025-01-26,1191.9
3371,2458,2025-01-26,1661.07
3372,7227,2025-01-14,699.02
3373,2675,2025-01-20,201.69
3374,9677,2025-01-26,1192.6
3375,3009,2025-01-02,1698.19
3376,2665,2025-01-01,1940.59
3377,2135,2025-01-10,469.84
3378,4719,2025-01-24,620.63
3379,4016,2025-01-08,1267.04
3380,6183,2025-01-08,492.95
3381,5516,2025-01-11,432.29
3382,4020,2025-01-10,721.41
3383,204,2025-01-01,1491.27
3384,4209,2025-01-13,981.26
3385,5900,2025-01-01,957.31
3386,7315,2025-01-08,630.97
3387,4062,2025-01-10,1354.63
3388,9495,2025-01-04,1973.24
3389,7985,2025-01-17,1334.43
3390,1442,2025-01-01,1365.34
3391,1358,2025-01-15,1338.82
3392,6156,2025-01-02,1043.87
3393,2788,2025-01-01,1250.15
3394,8857,2025-01-15,766.13
3395,2670,2025-01-25,647.15
3396,9089,2025-01-21,411.39
3397,4119,2025-01-04,1507.07
3398,2645,2025-01-03,273.32
3399,9749,2025-01-12,1544.2
3400,1083,2025-01-16,1587.28
3401,514,2025-01-11,419.85
3402,1320,2025-01-04,1441.54
3403,2188,2025-01-05,489.56
3404,3699,2025-01-20,1591.41
3405,7785,2025-01-09,1767.18
3406,3111,2025-01-17,1471.25
3407,1872,2025-01-13,962.06
3408,6646,2025-01-16,530.93
3409,5743,2025-01-24,1309.38
3410,6342,2025-01-18,1191.97
3411,9401,2025-01-26,519.46
3412,1076,2025-01-02,456.55
3413,3814,2025-01-18,1087.03
3414,5740,2025-01-26,1837.73
3415,313,2025-01-10,1821.89
3416,7809,2025-01-07,562.93
3417,48,2025-01-26,1402.11
3418,7726,2025-01-07,342.2
3419,5573,2025-01-22,997.23
3420,6563,2025-01-10,1856.24
3421,2982,2025-01-14,858.87
3422,1959,2025-01-16,1822.48
3423,8682,2025-01-25,558.08
3424,4566,2025-01-03,455.23
3425,6486,2025-01-03,1459.64
3426,4106,2025-01-16,1427.96
3427,2895,2025-01-10,207.15
3428,2424,2025-01-04,839.95
3429,8911,2025-01-06,1502.69
3430,8716,2025-01-13,1058.28
3431,1846,2025-01-20,1979.04
3432,384,2025-01-21,1985.25
3433,4274,2025-01-24,1998.51
3434,1015,2025-01-16,1215.01
3435,6261,2025-01-26,322.43
3436,7517,2025-01-09,1872.66
3437,5064,2025-01-24,1765.16
3438,4959,2025-01-11,1815.61
3439,6912,2025-01-15,909.08
3440,4590,2025-01-17,929.49
3441,4665,2025-01-11,643.13
3442,3362,2025-01-07,1731.43
3443,1147,2025-01-17,1456.45
3444,9510,2025-01-05,1858.49
3445,3970,2025-01-10,1757.4
3446,190,2025-01-18,1535.7
3447,3933,2025-01-26,350.7
3448,4833,2025-01-16,236.05
3449,6676,2025-01-14,1940.64
3450,1829,2025-01-14,1432.59
3451,9442,2025-01-10,1307.2
3452,2840,2025-01-06,1370.67
3453,5290,2025-01-08,1624.89
3454,8526,2025-01-24,763.62
3455,2295,2025-01-12,296.78
3456,7026,2025-01-13,1432.53
3457,1686,2025-01-18,1250.75
3458,1410,2025-01-06,1592.41
3459,3360,2025-01-17,379.98
3460,457,2025-01-12,793.32
3461,3249,2025-01-15,434.17
3462,886,2025-01-03,1328.72
3463,7715,2025-01-20,241.64
3464,940,2025-01-23,1001.78
3465,9180,2025-01-04,1744.93
3466,5834,2025-01-13,581.35
3467,7994,2025-01-15,318.52
3468,7949,2025-01-21,1050.95
3469,6564,2025-01-22,1778.55
3470,3000,2025-01-24,1260.35
3471,4600,2025-01-24,1780.97
3472,7306,2025-01-23,852.49
3473,680,2025-01-07,830.94
3474,392,2025-01-25,263.38
3475,4999,2025-01-24,1224.29
3476,4331,2025-01-02,282.12
3477,4353,2025-01-02,1542.03
3478,3452,2025-01-03,1676.67
3479,2812,2025-01-09,1255.91
3480,7591,2025-01-15,730.76
3481,3581,2025-01-12,324.15
3482,5846,2025-01-16,1009.13
3483,8251,2025-01-17,1604.5
